"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","DEWP","DEWP_ATTRIBUTES","FRSHTT","FRSHTT_ATTRIBUTES","GUST","GUST_ATTRIBUTES","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","MXSPD","MXSPD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","SNDP","SNDP_ATTRIBUTES","STP","STP_ATTRIBUTES","TEMP","TEMP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES"
"07643099999","43.576194","3.963014","5.18","2023-02-20","  42.0","24","000000",,"999.9",,"  63.0"," ","  38.8"," "," 12.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  50.6","24","  6.8","24","  5.5","24"
"07643099999","43.576194","3.963014","5.18","2023-02-21","  47.9","24","010000",,"999.9",,"  59.5"," ","  42.1"," ","  9.9",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  51.9","24","  5.7","24","  5.7","24"
"07643099999","43.576194","3.963014","5.18","2023-02-22","  50.7","24","110000",,"999.9",,"  61.0"," ","  48.2","*"," 12.0",," 0.02","G","9999.9"," 0","999.9",,"999.9"," 0","  53.9","24","  5.2","24","  4.0","24"
"07643099999","43.576194","3.963014","5.18","2023-02-23","  51.0","24","110000",,"999.9",,"  57.2","*","  44.6","*"," 19.0",," 0.04","G","9999.9"," 0","999.9",,"999.9"," 0","  52.8","24","  3.6","24","  9.9","24"
"07643099999","43.576194","3.963014","5.18","2023-02-24","  51.6","24","110000",,"999.9",,"  57.2","*","  47.7","*"," 24.1",," 0.26","G","9999.9"," 0","999.9",,"999.9"," 0","  53.0","24","  5.2","24"," 10.4","24"
"07643099999","43.576194","3.963014","5.18","2023-02-25","  42.5","24","000000",,"999.9",,"  55.4","*","  43.0"," "," 15.9",," 0.22","G","9999.9"," 0","999.9",,"999.9"," 0","  50.3","24","  6.3","24","  9.1","24"
"07643099999","43.576194","3.963014","5.18","2023-02-26","  23.3","24","000000",," 35.0",,"  52.7"," ","  35.6","*"," 24.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  44.1","24","  7.2","24"," 13.1","24"
"07643099999","43.576194","3.963014","5.18","2023-02-27","  31.8","24","011000",,"999.9",,"  46.6"," ","  32.9"," "," 15.9",," 0.02","G","9999.9"," 0","999.9",,"999.9"," 0","  39.4","24","  7.1","24","  9.5","24"
"07643099999","43.576194","3.963014","5.18","2023-02-28","  32.1","24","010000",,"999.9",,"  46.8"," ","  38.1"," "," 11.1",," 0.22","G","9999.9"," 0","999.9",,"999.9"," 0","  43.3","24","  7.2","24","  6.9","24"
"07643099999","43.576194","3.963014","5.18","2023-03-01","  31.0","24","000000",,"999.9",,"  52.0"," ","  33.8"," "," 14.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  43.0","24","  7.2","24","  5.3","24"
"07643099999","43.576194","3.963014","5.18","2023-03-02","  31.3","23","000000",,"999.9",,"  57.2","*","  37.4","*"," 14.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  45.6","23","  6.2","23","  6.1","23"
"07643099999","43.576194","3.963014","5.18","2023-03-03","  36.0","18","000000",,"999.9",,"  58.5"," ","  31.8"," ","  8.0",," 0.00","E","9999.9"," 0","999.9",,"999.9"," 0","  49.0","18","  5.9","18","  4.9","18"
"07643099999","43.576194","3.963014","5.18","2023-03-04","  33.9","24","000000",,"999.9",,"  63.3"," ","  38.1"," "," 11.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  49.7","24","  6.1","24","  6.8","24"
"07643099999","43.576194","3.963014","5.18","2023-03-05","  36.2","24","000000",,"999.9",,"  59.0","*","  35.2"," "," 14.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  48.7","24","  6.3","24","  6.8","24"
"07643099999","43.576194","3.963014","5.18","2023-03-06","  31.8","24","000000",,"999.9",,"  59.0"," ","  31.5"," "," 18.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  45.9","24","  5.9","24","  9.3","24"
"07643099999","43.576194","3.963014","5.18","2023-03-07","  36.6","24","010000",,"999.9",,"  52.7"," ","  31.1"," "," 11.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  44.6","24","  6.2","24","  4.8","24"
"07643099999","43.576194","3.963014","5.18","2023-03-08","  44.5","24","010000",,"999.9",,"  58.1"," ","  38.8"," ","  8.0",," 0.05","G","9999.9"," 0","999.9",,"999.9"," 0","  48.3","24","  6.4","24","  4.2","24"
"07643099999","43.576194","3.963014","5.18","2023-03-09","  49.8","24","010000",,"999.9",,"  62.8"," ","  47.5"," "," 15.9",," 0.08","G","9999.9"," 0","999.9",,"999.9"," 0","  53.9","24","  5.8","24","  4.9","24"
"07643099999","43.576194","3.963014","5.18","2023-03-10","  44.1","24","000000",," 41.0",,"  64.4"," ","  49.1"," "," 28.9",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  57.9","24","  6.1","24"," 13.3","24"
"07643099999","43.576194","3.963014","5.18","2023-03-11","  51.7","24","000000",," 38.1",,"  72.9"," ","  54.1"," "," 26.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  65.8","24","  7.5","24"," 16.4","24"
"07643099999","43.576194","3.963014","5.18","2023-03-12","  46.0","24","000000",,"999.9",,"  72.7"," ","  48.7"," "," 17.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  63.2","24","  7.5","24","  7.6","24"
"07643099999","43.576194","3.963014","5.18","2023-03-13","  51.7","24","010000",," 34.0",,"  67.1"," ","  48.0"," "," 20.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  56.5","24","  7.4","24","  9.9","24"
"07643099999","43.576194","3.963014","5.18","2023-03-14","  41.1","24","000000",,"999.9",,"  64.6"," ","  51.8","*"," 22.0",," 0.20","G","9999.9"," 0","999.9",,"999.9"," 0","  56.5","24","  7.5","24"," 13.9","24"
"07643099999","43.576194","3.963014","5.18","2023-03-15","  35.5","24","000000",,"999.9",,"  63.7"," ","  43.5"," ","  9.9",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  53.3","24","  7.4","24","  5.0","24"
"07643099999","43.576194","3.963014","5.18","2023-03-16","  41.3","24","000000",,"999.9",,"  60.1"," ","  37.6"," "," 15.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  52.1","24","  7.5","24","  8.6","24"
"07643099999","43.576194","3.963014","5.18","2023-03-17","  49.1","24","000000",,"999.9",,"  59.5"," ","  46.4","*"," 19.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  54.7","24","  6.4","24"," 12.2","24"
"07643099999","43.576194","3.963014","5.18","2023-03-18","  47.6","24","000000",,"999.9",,"  59.5"," ","  42.4"," "," 13.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  52.4","24","  6.4","24","  7.2","24"
"07643099999","43.576194","3.963014","5.18","2023-03-19","  50.9","24","010000",,"999.9",,"  60.6"," ","  49.6"," "," 12.0",," 0.34","G","9999.9"," 0","999.9",,"999.9"," 0","  55.7","24","  6.1","24","  6.4","24"
"07643099999","43.576194","3.963014","5.18","2023-03-20","  41.8","24","000000",," 17.1",,"  66.2","*","  42.8","*"," 13.0",," 0.05","G","9999.9"," 0","999.9",,"999.9"," 0","  55.9","24","  7.4","24","  6.8","24"
"07643099999","43.576194","3.963014","5.18","2023-03-21","  44.8","24","000000",,"999.9",,"  61.0"," ","  40.3"," ","  9.9",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  52.4","24","  8.5","24","  5.1","24"
"07643099999","43.576194","3.963014","5.18","2023-03-22","  49.4","24","000000",,"999.9",,"  60.8","*","  41.7"," ","  9.9",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  53.3","24","  6.4","24","  4.7","24"
"07643099999","43.576194","3.963014","5.18","2023-03-23","  53.8","24","000000",,"999.9",,"  60.8"," ","  51.8"," "," 15.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  56.5","24","  5.5","24","  8.8","24"
"07643099999","43.576194","3.963014","5.18","2023-03-24","  52.6","24","010000",,"999.9",,"  64.0"," ","  52.9","*"," 15.9",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  58.4","24","  6.7","24","  9.7","24"
"07643099999","43.576194","3.963014","5.18","2023-03-25","  43.2","24","000000",,"999.9",,"  68.0","*","  48.0","*"," 15.9",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  58.3","24","  7.4","24"," 11.1","24"
"07643099999","43.576194","3.963014","5.18","2023-03-26","  42.4","24","000000",," 40.0",,"  67.1"," ","  47.7"," "," 27.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  56.8","24","  6.2","24"," 12.9","24"
"07643099999","43.576194","3.963014","5.18","2023-03-27","  32.3","24","000000",," 27.0",,"  66.7"," ","  44.6","*"," 18.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  55.9","24","  7.4","24"," 13.6","24"
"07643099999","43.576194","3.963014","5.18","2023-03-28","  29.2","24","000000",,"999.9",,"  61.9"," ","  39.4"," "," 14.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  51.2","24","  7.4","24","  6.9","24"
"07643099999","43.576194","3.963014","5.18","2023-03-29","  46.1","24","000000",,"999.9",,"  63.1"," ","  40.1"," "," 14.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  52.1","24","  6.8","24","  7.0","24"
"07643099999","43.576194","3.963014","5.18","2023-03-30","  53.7","24","000000",,"999.9",,"  64.0"," ","  53.6","*"," 15.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  58.0","24","  6.4","24","  8.9","24"
"07643099999","43.576194","3.963014","5.18","2023-03-31","  45.9","24","000000",," 41.0",,"  70.9"," ","  52.7"," "," 28.9",," 0.00","F","9999.9"," 0","999.9",,"999.9"," 0","  60.4","24","  6.7","24"," 11.4","24"
"07643099999","43.576194","3.963014","5.18","2023-04-01","  37.4","24","000000",," 38.1",,"  66.4"," ","  50.0","*"," 27.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  56.4","24","  6.2","24"," 15.1","24"
"07643099999","43.576194","3.963014","5.18","2023-04-02","  36.0","24","000000",,"999.9",,"  68.0"," ","  49.3"," "," 24.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  58.1","24","  7.4","24"," 15.8","24"
"07643099999","43.576194","3.963014","5.18","2023-04-03","  34.9","24","000000",," 29.9",,"  67.5"," ","  46.0"," "," 18.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  56.8","24","  7.4","24"," 10.9","24"
"07643099999","43.576194","3.963014","5.18","2023-04-04","  26.7","23","000000",," 24.7",,"  62.6","*","  41.0"," "," 18.1",," 0.00","G","1014.4"," 4","999.9",,"013.4"," 4","  51.6","23","  9.9","23","  8.8","23"
"07643099999","43.576194","3.963014","5.18","2023-04-05","  29.0","24","000000",,"999.9",,"  63.5"," ","  36.0"," "," 11.1",," 0.00","F","9999.9"," 0","999.9",,"999.9"," 0","  50.9","24","  7.2","24","  6.0","24"
"07643099999","43.576194","3.963014","5.18","2023-04-06","  32.0","24","000000",,"999.9",,"  63.1"," ","  38.8"," ","  9.9",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  52.0","24","  7.3","24","  6.2","24"
"07643099999","43.576194","3.963014","5.18","2023-04-07","  38.1","24","000000",,"999.9",,"  70.7"," ","  38.8"," "," 13.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  55.1","24","  6.7","24","  6.1","24"
"07643099999","43.576194","3.963014","5.18","2023-04-08","  36.4","24","000000",,"999.9",,"  70.0"," ","  41.7"," "," 15.9",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  55.1","24","  7.4","24","  7.7","24"
"07643099999","43.576194","3.963014","5.18","2023-04-09","  38.4","24","000000",,"999.9",,"  68.7"," ","  43.2"," "," 15.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  55.9","24","  6.9","24","  7.0","24"
"07643099999","43.576194","3.963014","5.18","2023-04-10","  48.1","24","000000",,"999.9",,"  62.4"," ","  40.5"," "," 12.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  53.6","24","  7.3","24","  5.2","24"
"07643099999","43.576194","3.963014","5.18","2023-04-11","  46.7","24","000000",,"999.9",,"  75.2","*","  50.7"," "," 17.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  61.8","24","  6.0","24"," 10.2","24"
"07643099999","43.576194","3.963014","5.18","2023-04-12","  43.0","24","000000",," 28.9",,"  65.7"," ","  45.1"," "," 27.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  56.0","24","  7.5","24","  8.2","24"
"07643099999","43.576194","3.963014","5.18","2023-04-13","  32.4","24","000000",," 32.1",,"  62.8"," ","  46.4"," "," 22.9",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  54.0","24","  7.5","24"," 15.1","24"
"07643099999","43.576194","3.963014","5.18","2023-04-14","  39.9","24","010000",,"999.9",,"  62.8"," ","  46.4","*"," 18.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  54.4","24","  7.5","24"," 11.0","24"
"07643099999","43.576194","3.963014","5.18","2023-04-15","  34.1","24","000000",," 47.0",,"  67.3"," ","  51.8","*"," 31.1",," 0.03","G","9999.9"," 0","999.9",,"999.9"," 0","  60.1","24","  7.5","24"," 17.4","24"
"07643099999","43.576194","3.963014","5.18","2023-04-16","  32.1","24","000000",,"999.9",,"  73.4","*","  49.6"," "," 22.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  61.1","24","  7.4","24"," 13.5","24"
"07643099999","43.576194","3.963014","5.18","2023-04-17","  36.4","24","000000",,"999.9",,"  69.8"," ","  49.1"," "," 18.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  58.1","24","  7.4","24"," 10.3","24"
"07643099999","43.576194","3.963014","5.18","2023-04-18","  42.1","24","000000",,"999.9",,"  67.6"," ","  42.4"," "," 11.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  56.0","24","  7.4","24","  5.4","24"
"07643099999","43.576194","3.963014","5.18","2023-04-19","  44.1","24","000000",,"999.9",,"  68.5"," ","  45.1"," "," 13.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  57.6","24","  6.6","24","  6.7","24"
"07643099999","43.576194","3.963014","5.18","2023-04-20","  48.4","24","000000",,"999.9",,"  64.6"," ","  41.7"," "," 13.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  55.6","24","  7.3","24","  6.5","24"
"07643099999","43.576194","3.963014","5.18","2023-04-21","  55.1","24","000000",,"999.9",,"  64.4","*","  53.2"," "," 20.0",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  59.5","24","  7.0","24"," 15.0","24"
"07643099999","43.576194","3.963014","5.18","2023-04-22","  54.4","24","000000",,"999.9",,"  63.7"," ","  57.2","*"," 18.1",," 0.00","G","9999.9"," 0","999.9",,"999.9"," 0","  60.2","24","  7.1","24"," 12.1","24"
